Date,^DJI
2011-11-02,11836.0400390625
2011-11-03,12044.4697265625
2011-11-04,11983.240234375
2011-11-07,12068.3896484375
2011-11-08,12170.1796875
2011-11-09,11780.9404296875
2011-11-10,11893.8603515625
2011-11-11,12153.6796875
2011-11-14,12078.98046875
2011-11-15,12096.16015625
2011-11-16,11905.58984375
2011-11-17,11770.73046875
2011-11-18,11796.16015625
2011-11-21,11547.3095703125
2011-11-22,11493.7197265625
2011-11-23,11257.5498046875
2011-11-25,11231.650390625
2011-11-28,11523.009765625
2011-11-29,11555.6298828125
2011-11-30,12045.6796875
2011-12-01,12020.0302734375
2011-12-02,12019.419921875
2011-12-05,12097.830078125
2011-12-06,12150.1298828125
2011-12-07,12196.3701171875
2011-12-08,11997.7001953125
2011-12-09,12184.259765625
2011-12-12,12021.3896484375
2011-12-13,11954.9404296875
2011-12-14,11823.48046875
2011-12-15,11868.8095703125
2011-12-16,11866.3896484375
2011-12-19,11766.259765625
2011-12-20,12103.580078125
2011-12-21,12107.740234375
2011-12-22,12169.650390625
2011-12-23,12294.0
2011-12-27,12291.349609375
2011-12-28,12151.41015625
2011-12-29,12287.0400390625
2011-12-30,12217.5595703125
2012-01-03,12397.3798828125
2012-01-04,12418.419921875
2012-01-05,12415.7001953125
2012-01-06,12359.919921875
2012-01-09,12392.6904296875
2012-01-10,12462.4697265625
2012-01-11,12449.4501953125
2012-01-12,12471.01953125
2012-01-13,12422.0595703125
2012-01-17,12482.0703125
2012-01-18,12578.9501953125
2012-01-19,12623.98046875
2012-01-20,12720.48046875
2012-01-23,12708.8203125
2012-01-24,12675.75
2012-01-25,12758.849609375
2012-01-26,12734.6298828125
2012-01-27,12660.4599609375
2012-01-30,12653.7197265625
2012-01-31,12632.91015625
2012-02-01,12716.4599609375
2012-02-02,12705.41015625
2012-02-03,12862.23046875
2012-02-06,12845.1298828125
2012-02-07,12878.2001953125
2012-02-08,12883.9501953125
2012-02-09,12890.4599609375
2012-02-10,12801.23046875
2012-02-13,12874.0400390625
2012-02-14,12878.2802734375
2012-02-15,12780.9501953125
2012-02-16,12904.080078125
2012-02-17,12949.8701171875
2012-02-21,12965.6904296875
2012-02-22,12938.669921875
2012-02-23,12984.6904296875
2012-02-24,12982.9501953125
2012-02-27,12981.509765625
2012-02-28,13005.1201171875
2012-02-29,12952.0703125
2012-03-01,12980.2998046875
2012-03-02,12977.5703125
2012-03-05,12962.8095703125
2012-03-06,12759.150390625
2012-03-07,12837.330078125
2012-03-08,12907.9404296875
2012-03-09,12922.01953125
2012-03-12,12959.7099609375
2012-03-13,13177.6796875
2012-03-14,13194.099609375
2012-03-15,13252.759765625
2012-03-16,13232.6201171875
2012-03-19,13239.1298828125
2012-03-20,13170.1904296875
2012-03-21,13124.6201171875
2012-03-22,13046.1396484375
2012-03-23,13080.73046875
2012-03-26,13241.6298828125
2012-03-27,13197.73046875
2012-03-28,13126.2099609375
2012-03-29,13145.8203125
2012-03-30,13212.0400390625
2012-04-02,13264.490234375
2012-04-03,13199.5498046875
2012-04-04,13074.75
2012-04-05,13060.1396484375
2012-04-09,12929.58984375
2012-04-10,12715.9296875
2012-04-11,12805.3896484375
2012-04-12,12986.580078125
2012-04-13,12849.58984375
2012-04-16,12921.41015625
2012-04-17,13115.5400390625
2012-04-18,13032.75
2012-04-19,12964.099609375
2012-04-20,13029.259765625
2012-04-23,12927.169921875
2012-04-24,13001.5595703125
2012-04-25,13090.7197265625
2012-04-26,13204.6201171875
2012-04-27,13228.3095703125
2012-04-30,13213.6298828125
2012-05-01,13279.3203125
2012-05-02,13268.5703125
2012-05-03,13206.58984375
2012-05-04,13038.26953125
2012-05-07,13008.5302734375
2012-05-08,12932.08984375
2012-05-09,12835.0595703125
2012-05-10,12855.0400390625
2012-05-11,12820.599609375
2012-05-14,12695.349609375
2012-05-15,12632.0
2012-05-16,12598.5498046875
2012-05-17,12442.490234375
2012-05-18,12369.3798828125
2012-05-21,12504.48046875
2012-05-22,12502.8095703125
2012-05-23,12496.150390625
2012-05-24,12529.75
2012-05-25,12454.830078125
2012-05-29,12580.6904296875
2012-05-30,12419.8603515625
2012-05-31,12393.4501953125
2012-06-01,12118.5703125
2012-06-04,12101.4599609375
2012-06-05,12127.9501953125
2012-06-06,12414.7900390625
2012-06-07,12460.9599609375
2012-06-08,12554.2001953125
2012-06-11,12411.23046875
2012-06-12,12573.7998046875
2012-06-13,12496.3798828125
2012-06-14,12651.91015625
2012-06-15,12767.169921875
2012-06-18,12741.8203125
2012-06-19,12837.330078125
2012-06-20,12824.3896484375
2012-06-21,12573.5703125
2012-06-22,12640.7802734375
2012-06-25,12502.66015625
2012-06-26,12534.669921875
2012-06-27,12627.009765625
2012-06-28,12602.259765625
2012-06-29,12880.08984375
2012-07-02,12871.3896484375
2012-07-03,12943.66015625
2012-07-05,12896.669921875
2012-07-06,12772.4697265625
2012-07-09,12736.2900390625
2012-07-10,12653.1201171875
2012-07-11,12604.5302734375
2012-07-12,12573.26953125
2012-07-13,12777.08984375
2012-07-16,12727.2099609375
2012-07-17,12805.5400390625
2012-07-18,12908.7001953125
2012-07-19,12943.3603515625
2012-07-20,12822.5703125
2012-07-23,12721.4599609375
2012-07-24,12617.3203125
2012-07-25,12676.0498046875
2012-07-26,12887.9296875
2012-07-27,13075.66015625
2012-07-30,13073.009765625
2012-07-31,13008.6796875
2012-08-01,12976.1298828125
2012-08-02,12878.8798828125
2012-08-03,13096.169921875
2012-08-06,13117.509765625
2012-08-07,13168.599609375
2012-08-08,13175.6396484375
2012-08-09,13165.1904296875
2012-08-10,13207.9501953125
2012-08-13,13169.4296875
2012-08-14,13172.1396484375
2012-08-15,13164.7802734375
2012-08-16,13250.1103515625
2012-08-17,13275.2001953125
2012-08-20,13271.6396484375
2012-08-21,13203.580078125
2012-08-22,13172.759765625
2012-08-23,13057.4599609375
2012-08-24,13157.9697265625
2012-08-27,13124.669921875
2012-08-28,13102.990234375
2012-08-29,13107.48046875
2012-08-30,13000.7099609375
2012-08-31,13090.83984375
2012-09-04,13035.9404296875
2012-09-05,13047.48046875
2012-09-06,13292.0
2012-09-07,13306.6396484375
2012-09-10,13254.2900390625
2012-09-11,13323.3603515625
2012-09-12,13333.349609375
2012-09-13,13539.8603515625
2012-09-14,13593.3701171875
2012-09-17,13553.099609375
2012-09-18,13564.6396484375
2012-09-19,13577.9599609375
2012-09-20,13596.9296875
2012-09-21,13579.4697265625
2012-09-24,13558.919921875
2012-09-25,13457.5498046875
2012-09-26,13413.509765625
2012-09-27,13485.9697265625
2012-09-28,13437.1298828125
2012-10-01,13515.1103515625
2012-10-02,13482.3603515625
2012-10-03,13494.6103515625
2012-10-04,13575.3603515625
2012-10-05,13610.150390625
2012-10-08,13583.650390625
2012-10-09,13473.5302734375
2012-10-10,13344.9697265625
2012-10-11,13326.3896484375
2012-10-12,13328.849609375
2012-10-15,13424.23046875
2012-10-16,13551.7802734375
2012-10-17,13557.0
2012-10-18,13548.9404296875
2012-10-19,13343.509765625
2012-10-22,13345.8896484375
2012-10-23,13102.5302734375
2012-10-24,13077.33984375
2012-10-25,13103.6796875
2012-10-26,13107.2099609375
2012-10-31,13096.4599609375
2012-11-01,13232.6201171875
2012-11-02,13093.16015625
2012-11-05,13112.4404296875
2012-11-06,13245.6796875
2012-11-07,12932.73046875
2012-11-08,12811.3203125
2012-11-09,12815.3896484375
2012-11-12,12815.080078125
2012-11-13,12756.1796875
2012-11-14,12570.9501953125
2012-11-15,12542.3798828125
2012-11-16,12588.3095703125
2012-11-19,12795.9599609375
2012-11-20,12788.509765625
2012-11-21,12836.8896484375
2012-11-23,13009.5302734375
2012-11-26,12967.3701171875
2012-11-27,12878.1298828125
2012-11-28,12985.1103515625
2012-11-29,13021.8203125
2012-11-30,13025.580078125
2012-12-03,12965.599609375
2012-12-04,12951.7802734375
2012-12-05,13034.490234375
2012-12-06,13074.0400390625
2012-12-07,13155.1298828125
2012-12-10,13169.8798828125
2012-12-11,13248.4404296875
2012-12-12,13245.4501953125
2012-12-13,13170.7197265625
2012-12-14,13135.009765625
2012-12-17,13235.3896484375
2012-12-18,13350.9599609375
2012-12-19,13251.9697265625
2012-12-20,13311.7197265625
2012-12-21,13190.83984375
2012-12-24,13138.9296875
2012-12-26,13114.58984375
2012-12-27,13096.3095703125
2012-12-28,12938.1103515625
2012-12-31,13104.1396484375
2013-01-02,13412.5498046875
2013-01-03,13391.3603515625
2013-01-04,13435.2099609375
2013-01-07,13384.2900390625
2013-01-08,13328.849609375
2013-01-09,13390.509765625
2013-01-10,13471.2197265625
2013-01-11,13488.4296875
2013-01-14,13507.3203125
2013-01-15,13534.8896484375
2013-01-16,13511.23046875
2013-01-17,13596.01953125
2013-01-18,13649.7001953125
2013-01-22,13712.2099609375
2013-01-23,13779.330078125
2013-01-24,13825.330078125
2013-01-25,13895.98046875
2013-01-28,13881.9296875
2013-01-29,13954.419921875
2013-01-30,13910.419921875
2013-01-31,13860.580078125
2013-02-01,14009.7900390625
2013-02-04,13880.080078125
2013-02-05,13979.2998046875
2013-02-06,13986.51953125
2013-02-07,13944.0498046875
2013-02-08,13992.9697265625
2013-02-11,13971.240234375
2013-02-12,14018.7001953125
2013-02-13,13982.91015625
2013-02-14,13973.3896484375
2013-02-15,13981.759765625
2013-02-19,14035.669921875
2013-02-20,13927.5400390625
2013-02-21,13880.6201171875
2013-02-22,14000.5703125
2013-02-25,13784.169921875
2013-02-26,13900.1298828125
2013-02-27,14075.3701171875
2013-02-28,14054.490234375
2013-03-01,14089.66015625
2013-03-04,14127.8203125
2013-03-05,14253.76953125
2013-03-06,14296.240234375
2013-03-07,14329.490234375
2013-03-08,14397.0703125
2013-03-11,14447.2900390625
2013-03-12,14450.0595703125
2013-03-13,14455.2802734375
2013-03-14,14539.1396484375
2013-03-15,14514.1103515625
2013-03-18,14452.0595703125
2013-03-19,14455.8203125
2013-03-20,14511.73046875
2013-03-21,14421.490234375
2013-03-22,14512.0302734375
2013-03-25,14447.75
2013-03-26,14559.650390625
2013-03-27,14526.16015625
2013-03-28,14578.5400390625
2013-04-01,14572.849609375
2013-04-02,14662.009765625
2013-04-03,14550.349609375
2013-04-04,14606.1103515625
2013-04-05,14565.25
2013-04-08,14613.48046875
2013-04-09,14673.4599609375
2013-04-10,14802.240234375
2013-04-11,14865.1396484375
2013-04-12,14865.0595703125
2013-04-15,14599.2001953125
2013-04-16,14756.7802734375
2013-04-17,14618.58984375
2013-04-18,14537.1396484375
2013-04-19,14547.509765625
2013-04-22,14567.169921875
2013-04-23,14719.4599609375
2013-04-24,14676.2998046875
2013-04-25,14700.7998046875
2013-04-26,14712.5498046875
2013-04-29,14818.75
2013-04-30,14839.7998046875
2013-05-01,14700.9501953125
2013-05-02,14831.580078125
2013-05-03,14973.9599609375
2013-05-06,14968.8896484375
2013-05-07,15056.2001953125
2013-05-08,15105.1201171875
2013-05-09,15082.6201171875
2013-05-10,15118.490234375
2013-05-13,15091.6796875
2013-05-14,15215.25
2013-05-15,15275.6904296875
2013-05-16,15233.2197265625
2013-05-17,15354.400390625
2013-05-20,15335.2802734375
2013-05-21,15387.580078125
2013-05-22,15307.169921875
2013-05-23,15294.5
2013-05-24,15303.099609375
2013-05-28,15409.3896484375
2013-05-29,15302.7998046875
2013-05-30,15324.5302734375
2013-05-31,15115.5703125
2013-06-03,15254.0302734375
2013-06-04,15177.5400390625
2013-06-05,14960.58984375
2013-06-06,15040.6201171875
2013-06-07,15248.1201171875
2013-06-10,15238.58984375
2013-06-11,15122.01953125
2013-06-12,14995.23046875
2013-06-13,15176.080078125
2013-06-14,15070.1796875
2013-06-17,15179.849609375
2013-06-18,15318.23046875
2013-06-19,15112.1904296875
2013-06-20,14758.3203125
2013-06-21,14799.400390625
2013-06-24,14659.5595703125
2013-06-25,14760.3095703125
2013-06-26,14910.1396484375
2013-06-27,15024.490234375
2013-06-28,14909.599609375
2013-07-01,14974.9599609375
2013-07-02,14932.41015625
2013-07-03,14988.3701171875
2013-07-05,15135.83984375
2013-07-08,15224.6904296875
2013-07-09,15300.33984375
2013-07-10,15291.66015625
2013-07-11,15460.919921875
2013-07-12,15464.2998046875
2013-07-15,15484.259765625
2013-07-16,15451.849609375
2013-07-17,15470.51953125
2013-07-18,15548.5400390625
2013-07-19,15543.740234375
2013-07-22,15545.5498046875
2013-07-23,15567.740234375
2013-07-24,15542.240234375
2013-07-25,15555.6103515625
2013-07-26,15558.830078125
2013-07-29,15521.9697265625
2013-07-30,15520.58984375
2013-07-31,15499.5400390625
2013-08-01,15628.01953125
2013-08-02,15658.3603515625
2013-08-05,15612.1298828125
2013-08-06,15518.740234375
2013-08-07,15470.669921875
2013-08-08,15498.3203125
2013-08-09,15425.509765625
2013-08-12,15419.6796875
2013-08-13,15451.009765625
2013-08-14,15337.66015625
2013-08-15,15112.1904296875
2013-08-16,15081.4697265625
2013-08-19,15010.740234375
2013-08-20,15002.990234375
2013-08-21,14897.5498046875
2013-08-22,14963.740234375
2013-08-23,15010.509765625
2013-08-26,14946.4599609375
2013-08-27,14776.1298828125
2013-08-28,14824.509765625
2013-08-29,14840.9501953125
2013-08-30,14810.3095703125
2013-09-03,14833.9599609375
2013-09-04,14930.8701171875
2013-09-05,14937.48046875
2013-09-06,14922.5
2013-09-09,15063.1201171875
2013-09-10,15191.0595703125
2013-09-11,15326.599609375
2013-09-12,15300.6396484375
2013-09-13,15376.0595703125
2013-09-16,15494.7802734375
2013-09-17,15529.73046875
2013-09-18,15676.9404296875
2013-09-19,15636.5498046875
2013-09-20,15451.08984375
2013-09-23,15401.3798828125
2013-09-24,15334.58984375
2013-09-25,15273.259765625
2013-09-26,15328.2998046875
2013-09-27,15258.240234375
2013-09-30,15129.669921875
2013-10-01,15191.7001953125
2013-10-02,15133.1396484375
2013-10-03,14996.48046875
2013-10-04,15072.580078125
2013-10-07,14936.240234375
2013-10-08,14776.5302734375
2013-10-09,14802.98046875
2013-10-10,15126.0703125
2013-10-11,15237.1103515625
2013-10-14,15301.259765625
2013-10-15,15168.009765625
2013-10-16,15373.830078125
2013-10-17,15371.650390625
2013-10-18,15399.650390625
2013-10-21,15392.2001953125
2013-10-22,15467.66015625
2013-10-23,15413.330078125
2013-10-24,15509.2099609375
2013-10-25,15570.2802734375
2013-10-28,15568.9296875
2013-10-29,15680.349609375
2013-10-30,15618.759765625
2013-10-31,15545.75
2013-11-01,15615.5498046875
2013-11-04,15639.1201171875
2013-11-05,15618.2197265625
2013-11-06,15746.8798828125
2013-11-07,15593.98046875
2013-11-08,15761.7802734375
2013-11-11,15783.099609375
2013-11-12,15750.669921875
2013-11-13,15821.6298828125
2013-11-14,15876.2197265625
2013-11-15,15961.7001953125
2013-11-18,15976.01953125
2013-11-19,15967.0302734375
2013-11-20,15900.8203125
2013-11-21,16009.990234375
2013-11-22,16064.76953125
2013-11-25,16072.5400390625
2013-11-26,16072.7998046875
2013-11-27,16097.330078125
2013-11-29,16086.41015625
2013-12-02,16008.76953125
2013-12-03,15914.6201171875
2013-12-04,15889.76953125
2013-12-05,15821.509765625
2013-12-06,16020.2001953125
2013-12-09,16025.5302734375
2013-12-10,15973.1298828125
2013-12-11,15843.5302734375
2013-12-12,15739.4296875
2013-12-13,15755.3603515625
2013-12-16,15884.5703125
2013-12-17,15875.259765625
2013-12-18,16167.9697265625
2013-12-19,16179.080078125
2013-12-20,16221.1396484375
2013-12-23,16294.6103515625
2013-12-24,16357.5498046875
2013-12-26,16479.880859375
2013-12-27,16478.41015625
2013-12-30,16504.2890625
2013-12-31,16576.66015625
2014-01-02,16441.349609375
2014-01-03,16469.990234375
2014-01-06,16425.099609375
2014-01-07,16530.939453125
2014-01-08,16462.740234375
2014-01-09,16444.759765625
2014-01-10,16437.05078125
2014-01-13,16257.9404296875
2014-01-14,16373.8603515625
2014-01-15,16481.939453125
2014-01-16,16417.009765625
2014-01-17,16458.560546875
2014-01-21,16414.439453125
2014-01-22,16373.33984375
2014-01-23,16197.349609375
2014-01-24,15879.1103515625
2014-01-27,15837.8798828125
2014-01-28,15928.5595703125
2014-01-29,15738.7900390625
2014-01-30,15848.6103515625
2014-01-31,15698.849609375
2014-02-03,15372.7998046875
2014-02-04,15445.240234375
2014-02-05,15440.23046875
2014-02-06,15628.5302734375
2014-02-07,15794.080078125
2014-02-10,15801.7900390625
2014-02-11,15994.76953125
2014-02-12,15963.9404296875
2014-02-13,16027.58984375
2014-02-14,16154.3896484375
2014-02-18,16130.400390625
2014-02-19,16040.5595703125
2014-02-20,16133.23046875
2014-02-21,16103.2998046875
2014-02-24,16207.1396484375
2014-02-25,16179.66015625
2014-02-26,16198.41015625
2014-02-27,16272.650390625
2014-02-28,16321.7099609375
2014-03-03,16168.0302734375
2014-03-04,16395.880859375
2014-03-05,16360.1796875
2014-03-06,16421.890625
2014-03-07,16452.720703125
2014-03-10,16418.6796875
2014-03-11,16351.25
2014-03-12,16340.080078125
2014-03-13,16108.8896484375
2014-03-14,16065.669921875
2014-03-17,16247.2197265625
2014-03-18,16336.1904296875
2014-03-19,16222.169921875
2014-03-20,16331.0498046875
2014-03-21,16302.76953125
2014-03-24,16276.6904296875
2014-03-25,16367.8798828125
2014-03-26,16268.990234375
2014-03-27,16264.23046875
2014-03-28,16323.0595703125
2014-03-31,16457.66015625
2014-04-01,16532.609375
2014-04-02,16573.0
2014-04-03,16572.55078125
2014-04-04,16412.7109375
2014-04-07,16245.8701171875
2014-04-08,16256.1396484375
2014-04-09,16437.1796875
2014-04-10,16170.2197265625
2014-04-11,16026.75
2014-04-14,16173.240234375
2014-04-15,16262.5595703125
2014-04-16,16424.849609375
2014-04-17,16408.5390625
2014-04-21,16449.25
2014-04-22,16514.369140625
2014-04-23,16501.650390625
2014-04-24,16501.650390625
2014-04-25,16361.4599609375
2014-04-28,16448.740234375
2014-04-29,16535.369140625
2014-04-30,16580.83984375
2014-05-01,16558.869140625
2014-05-02,16512.890625
2014-05-05,16530.55078125
2014-05-06,16401.01953125
2014-05-07,16518.5390625
2014-05-08,16550.970703125
2014-05-09,16583.33984375
2014-05-12,16695.470703125
2014-05-13,16715.439453125
2014-05-14,16613.970703125
2014-05-15,16446.810546875
2014-05-16,16491.310546875
2014-05-19,16511.859375
2014-05-20,16374.3095703125
2014-05-21,16533.060546875
2014-05-22,16543.080078125
2014-05-23,16606.26953125
2014-05-27,16675.5
2014-05-28,16633.1796875
2014-05-29,16698.740234375
2014-05-30,16717.169921875
2014-06-02,16743.630859375
2014-06-03,16722.33984375
2014-06-04,16737.529296875
2014-06-05,16836.109375
2014-06-06,16924.279296875
2014-06-09,16943.099609375
2014-06-10,16945.919921875
2014-06-11,16843.880859375
2014-06-12,16734.189453125
2014-06-13,16775.740234375
2014-06-16,16781.009765625
2014-06-17,16808.490234375
2014-06-18,16906.619140625
2014-06-19,16921.4609375
2014-06-20,16947.080078125
2014-06-23,16937.259765625
2014-06-24,16818.130859375
2014-06-25,16867.509765625
2014-06-26,16846.130859375
2014-06-27,16851.83984375
2014-06-30,16826.599609375
2014-07-01,16956.0703125
2014-07-02,16976.240234375
2014-07-03,17068.259765625
2014-07-07,17024.2109375
2014-07-08,16906.619140625
2014-07-09,16985.609375
2014-07-10,16915.0703125
2014-07-11,16943.810546875
2014-07-14,17055.419921875
2014-07-15,17060.6796875
2014-07-16,17138.19921875
2014-07-17,16976.810546875
2014-07-18,17100.1796875
2014-07-21,17051.73046875
2014-07-22,17113.5390625
2014-07-23,17086.630859375
2014-07-24,17083.80078125
2014-07-25,16960.5703125
2014-07-28,16982.58984375
2014-07-29,16912.109375
2014-07-30,16880.359375
2014-07-31,16563.30078125
2014-08-01,16493.369140625
2014-08-04,16569.279296875
2014-08-05,16429.470703125
2014-08-06,16443.33984375
2014-08-07,16368.26953125
2014-08-08,16553.9296875
2014-08-11,16569.98046875
2014-08-12,16560.5390625
2014-08-13,16651.80078125
2014-08-14,16713.580078125
2014-08-15,16662.91015625
2014-08-18,16838.740234375
2014-08-19,16919.58984375
2014-08-20,16979.130859375
2014-08-21,17039.490234375
2014-08-22,17001.220703125
2014-08-25,17076.869140625
2014-08-26,17106.69921875
2014-08-27,17122.009765625
2014-08-28,17079.5703125
2014-08-29,17098.44921875
2014-09-02,17067.560546875
2014-09-03,17078.279296875
2014-09-04,17069.580078125
2014-09-05,17137.359375
2014-09-08,17111.419921875
2014-09-09,17013.869140625
2014-09-10,17068.7109375
2014-09-11,17049.0
2014-09-12,16987.509765625
2014-09-15,17031.140625
2014-09-16,17131.970703125
2014-09-17,17156.849609375
2014-09-18,17265.990234375
2014-09-19,17279.740234375
2014-09-22,17172.6796875
2014-09-23,17055.869140625
2014-09-24,17210.060546875
2014-09-25,16945.80078125
2014-09-26,17113.150390625
2014-09-29,17071.220703125
2014-09-30,17042.900390625
2014-10-01,16804.7109375
2014-10-02,16801.05078125
2014-10-03,17009.689453125
2014-10-06,16991.91015625
2014-10-07,16719.390625
2014-10-08,16994.220703125
2014-10-09,16659.25
2014-10-10,16544.099609375
2014-10-13,16321.0703125
2014-10-14,16315.1904296875
2014-10-15,16141.740234375
2014-10-16,16117.240234375
2014-10-17,16380.41015625
2014-10-20,16399.669921875
2014-10-21,16614.810546875
2014-10-22,16461.3203125
2014-10-23,16677.900390625
2014-10-24,16805.41015625
2014-10-27,16817.939453125
2014-10-28,17005.75
2014-10-29,16974.310546875
2014-10-30,17195.419921875
2014-10-31,17390.51953125
2014-11-03,17366.240234375
2014-11-04,17383.83984375
2014-11-05,17484.529296875
2014-11-06,17554.470703125
2014-11-07,17573.9296875
2014-11-10,17613.740234375
2014-11-11,17614.900390625
2014-11-12,17612.19921875
2014-11-13,17652.7890625
2014-11-14,17634.740234375
2014-11-17,17647.75
2014-11-18,17687.8203125
2014-11-19,17685.73046875
2014-11-20,17719.0
2014-11-21,17810.060546875
2014-11-24,17817.900390625
2014-11-25,17814.939453125
2014-11-26,17827.75
2014-11-28,17828.240234375
2014-12-01,17776.80078125
2014-12-02,17879.55078125
2014-12-03,17912.619140625
2014-12-04,17900.099609375
2014-12-05,17958.7890625
2014-12-08,17852.48046875
2014-12-09,17801.19921875
2014-12-10,17533.150390625
2014-12-11,17596.33984375
2014-12-12,17280.830078125
2014-12-15,17180.83984375
2014-12-16,17068.869140625
2014-12-17,17356.869140625
2014-12-18,17778.150390625
2014-12-19,17804.80078125
2014-12-22,17959.439453125
2014-12-23,18024.169921875
2014-12-24,18030.2109375
2014-12-26,18053.7109375
2014-12-29,18038.23046875
2014-12-30,17983.0703125
2014-12-31,17823.0703125
2015-01-02,17832.990234375
2015-01-05,17501.650390625
2015-01-06,17371.640625
2015-01-07,17584.51953125
2015-01-08,17907.869140625
2015-01-09,17737.369140625
2015-01-12,17640.83984375
2015-01-13,17613.6796875
2015-01-14,17427.08984375
2015-01-15,17320.7109375
2015-01-16,17511.5703125
2015-01-20,17515.23046875
2015-01-21,17554.279296875
2015-01-22,17813.98046875
2015-01-23,17672.599609375
2015-01-26,17678.69921875
2015-01-27,17387.2109375
2015-01-28,17191.369140625
2015-01-29,17416.849609375
2015-01-30,17164.94921875
2015-02-02,17361.0390625
2015-02-03,17666.400390625
2015-02-04,17673.01953125
2015-02-05,17884.880859375
2015-02-06,17824.2890625
2015-02-09,17729.2109375
2015-02-10,17868.759765625
2015-02-11,17862.140625
2015-02-12,17972.380859375
2015-02-13,18019.349609375
2015-02-17,18047.580078125
2015-02-18,18029.849609375
2015-02-19,17985.76953125
2015-02-20,18140.439453125
2015-02-23,18116.83984375
2015-02-24,18209.189453125
2015-02-25,18224.5703125
2015-02-26,18214.419921875
2015-02-27,18132.69921875
2015-03-02,18288.630859375
2015-03-03,18203.369140625
2015-03-04,18096.900390625
2015-03-05,18135.720703125
2015-03-06,17856.779296875
2015-03-09,17995.720703125
2015-03-10,17662.939453125
2015-03-11,17635.390625
2015-03-12,17895.220703125
2015-03-13,17749.310546875
2015-03-16,17977.419921875
2015-03-17,17849.080078125
2015-03-18,18076.189453125
2015-03-19,17959.029296875
2015-03-20,18127.650390625
2015-03-23,18116.0390625
2015-03-24,18011.140625
2015-03-25,17718.5390625
2015-03-26,17678.23046875
2015-03-27,17712.66015625
2015-03-30,17976.310546875
2015-03-31,17776.119140625
2015-04-01,17698.1796875
2015-04-02,17763.240234375
2015-04-06,17880.849609375
2015-04-07,17875.419921875
2015-04-08,17902.509765625
2015-04-09,17958.73046875
2015-04-10,18057.650390625
2015-04-13,17977.0390625
2015-04-14,18036.69921875
2015-04-15,18112.609375
2015-04-16,18105.76953125
2015-04-17,17826.30078125
2015-04-20,18034.9296875
2015-04-21,17949.58984375
2015-04-22,18038.26953125
2015-04-23,18058.689453125
2015-04-24,18080.140625
2015-04-27,18037.970703125
2015-04-28,18110.140625
2015-04-29,18035.529296875
2015-04-30,17840.51953125
2015-05-01,18024.060546875
2015-05-04,18070.400390625
2015-05-05,17928.19921875
2015-05-06,17841.98046875
2015-05-07,17924.060546875
2015-05-08,18191.109375
2015-05-11,18105.169921875
2015-05-12,18068.23046875
2015-05-13,18060.490234375
2015-05-14,18252.240234375
2015-05-15,18272.560546875
2015-05-18,18298.880859375
2015-05-19,18312.390625
2015-05-20,18285.400390625
2015-05-21,18285.740234375
2015-05-22,18232.01953125
2015-05-26,18041.5390625
2015-05-27,18162.990234375
2015-05-28,18126.119140625
2015-05-29,18010.6796875
2015-06-01,18040.369140625
2015-06-02,18011.939453125
2015-06-03,18076.26953125
2015-06-04,17905.580078125
2015-06-05,17849.4609375
2015-06-08,17766.55078125
2015-06-09,17764.0390625
2015-06-10,18000.400390625
2015-06-11,18039.369140625
2015-06-12,17898.83984375
2015-06-15,17791.169921875
2015-06-16,17904.48046875
2015-06-17,17935.740234375
2015-06-18,18115.83984375
2015-06-19,18015.94921875
2015-06-22,18119.779296875
2015-06-23,18144.0703125
2015-06-24,17966.0703125
2015-06-25,17890.359375
2015-06-26,17946.6796875
2015-06-29,17596.349609375
2015-06-30,17619.509765625
2015-07-01,17757.91015625
2015-07-02,17730.109375
2015-07-06,17683.580078125
2015-07-07,17776.91015625
2015-07-08,17515.419921875
2015-07-09,17548.619140625
2015-07-10,17760.41015625
2015-07-13,17977.6796875
2015-07-14,18053.580078125
2015-07-15,18050.169921875
2015-07-16,18120.25
2015-07-17,18086.44921875
2015-07-20,18100.41015625
2015-07-21,17919.2890625
2015-07-22,17851.0390625
2015-07-23,17731.919921875
2015-07-24,17568.529296875
2015-07-27,17440.58984375
2015-07-28,17630.26953125
2015-07-29,17751.390625
2015-07-30,17745.98046875
2015-07-31,17689.859375
2015-08-03,17598.19921875
2015-08-04,17550.689453125
2015-08-05,17540.470703125
2015-08-06,17419.75
2015-08-07,17373.380859375
2015-08-10,17615.169921875
2015-08-11,17402.83984375
2015-08-12,17402.509765625
2015-08-13,17408.25
2015-08-14,17477.400390625
2015-08-17,17545.1796875
2015-08-18,17511.33984375
2015-08-19,17348.73046875
2015-08-20,16990.689453125
2015-08-21,16459.75
2015-08-24,15871.349609375
2015-08-25,15666.4404296875
2015-08-26,16285.509765625
2015-08-27,16654.76953125
2015-08-28,16643.009765625
2015-08-31,16528.029296875
2015-09-01,16058.349609375
2015-09-02,16351.3798828125
2015-09-03,16374.759765625
2015-09-04,16102.3798828125
2015-09-08,16492.6796875
2015-09-09,16253.5703125
2015-09-10,16330.400390625
2015-09-11,16433.08984375
2015-09-14,16370.9599609375
2015-09-15,16599.849609375
2015-09-16,16739.94921875
2015-09-17,16674.740234375
2015-09-18,16384.580078125
2015-09-21,16510.189453125
2015-09-22,16330.4697265625
2015-09-23,16279.8896484375
2015-09-24,16201.3203125
2015-09-25,16314.669921875
2015-09-28,16001.8896484375
2015-09-29,16049.1298828125
2015-09-30,16284.7001953125
